ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6341389,HP426328,7/1/2008 2:47,020XX W SHAKESPEARE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1432,14,32,22,6,1162463,1914404,2008,2/4/2016 6:33,41.92078407,-87.67850021,"(41.920784073, -87.678500205)"
6341395,HP429869,7/2/2008 19:00,062XX S ST LAWRENCE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,313,3,20,42,26,1181309,1863724,2008,2/4/2016 6:33,41.7812993,-87.61082348,"(41.781299301, -87.610823483)"
6341396,HP429757,5/9/2008 0:00,007XX N MICHIGAN AVE,1120,DECEPTIVE PRACTICE,FORGERY,DEPARTMENT STORE,FALSE,FALSE,1834,18,42,8,10,1177303,1905177,2008,2/4/2016 6:33,41.8951409,-87.62425563,"(41.895140898, -87.624255632)"
6341398,HP429746,7/2/2008 14:00,043XX N RIDGEWAY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1723,17,39,16,08B,1150611,1928612,2008,2/4/2016 6:33,41.96001205,-87.72167471,"(41.960012054, -87.721674709)"
6341399,HP427823,7/1/2008 20:30,019XX W MONTEREY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,2212,22,19,75,6,1165742,1830843,2008,2/4/2016 6:33,41.69141368,-87.66882625,"(41.691413679, -87.668826246)"
6341400,HP429247,5/30/2008 0:01,115XX S CHURCH ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2212,22,34,75,6,1165628,1828221,2008,2/4/2016 6:33,41.68422087,-87.66931761,"(41.684220869, -87.669317606)"
6341401,HP429362,6/30/2008 2:00,091XX S UNION AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2223,22,21,73,6,1173240,1844359,2008,2/4/2016 6:33,41.72834156,-87.64097741,"(41.728341562, -87.640977406)"
6341402,HP429912,7/2/2008 11:00,075XX S STONY ISLAND AVE,890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,411,4,8,43,6,1188234,1855158,2008,2/4/2016 6:33,41.757631,-87.58570825,"(41.757630995, -87.585708249)"
6341403,HP429476,7/2/2008 6:00,004XX E KENSINGTON AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,532,5,9,54,6,1181690,1828273,2008,2/4/2016 6:33,41.6840088,-87.61051816,"(41.684008803, -87.610518158)"
6341404,HP429609,7/2/2008 18:00,088XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,2222,22,21,71,14,1170859,1846305,2008,2/4/2016 6:33,41.73373388,-87.64964286,"(41.733733884, -87.649642862)"
6341405,HP429565,7/2/2008 8:10,015XX W 107TH ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,2212,22,19,72,5,1167863,1833776,2008,2/4/2016 6:33,41.69941715,-87.6609772,"(41.699417153, -87.660977197)"
6341407,HP429918,7/1/2008 18:30,022XX W MARQUETTE RD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,832,8,17,66,26,1162430,1860183,2008,2/4/2016 6:33,41.77199676,-87.68013671,"(41.771996762, -87.68013671)"
6341410,HP422306,6/28/2008 21:00,003XX N SANGAMON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1212,12,27,28,6,1170042,1902115,2008,2/4/2016 6:33,41.88690014,-87.65101263,"(41.886900141, -87.651012627)"
6341411,HP429989,7/2/2008 21:15,037XX N SOUTHPORT AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1923,19,44,6,6,1166299,1925096,2008,2/4/2016 6:33,41.95004223,-87.6640993,"(41.950042231, -87.664099304)"
6341492,HP430298,7/3/2008 0:00,017XX W NORTH SHORE AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2432,24,49,1,08A,1163677,1944558,2008,2/4/2016 6:33,42.00350246,-87.67318615,"(42.003502457, -87.673186151)"
6341412,HP429537,7/2/2008 10:30,010XX S MICHIGAN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,132,1,2,32,7,1177416,1895922,2008,2/4/2016 6:33,41.86974212,-87.62412152,"(41.869742115, -87.62412152)"
6341413,HP429634,7/2/2008 18:00,056XX S CALUMET AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,234,2,20,40,26,1179448,1867640,2008,2/4/2016 6:33,41.79208789,-87.61752673,"(41.792087887, -87.617526732)"
6341414,HP429747,7/2/2008 18:40,013XX W RANDOLPH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1212,12,27,28,6,1167554,1901109,2008,2/4/2016 6:33,41.88419353,-87.66017817,"(41.884193526, -87.660178168)"
6341415,HP429531,7/2/2008 14:00,086XX S DR MARTIN LUTHER KING JR DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,632,6,6,44,7,1180421,1847892,2008,2/4/2016 6:33,41.73787503,-87.61456403,"(41.737875026, -87.61456403)"
6341416,HP430031,6/15/2008 12:00,061XX S WASHTENAW AVE,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,825,8,15,66,6,1159427,1863897,2008,2/4/2016 6:33,41.78225057,-87.69104316,"(41.782250567, -87.691043161)"
6341417,HP429765,7/1/2008 20:00,113XX S LANGLEY AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,531,5,9,50,6,1182935,1829942,2008,2/4/2016 6:33,41.68856001,-87.60590906,"(41.688560013, -87.605909056)"
6341420,HP429931,7/2/2008 21:10,019XX N SPAULDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1422,14,35,22,26,1153833,1912650,2008,2/4/2016 6:33,41.9161474,-87.7102556,"(41.916147402, -87.710255596)"
6341421,HP423873,6/29/2008 12:00,050XX S CALIFORNIA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,911,9,14,63,5,1158560,1871087,2008,2/4/2016 6:33,41.80199864,-87.69402582,"(41.801998638, -87.694025816)"
6341422,HP430050,7/1/2008 23:00,028XX W 79TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,835,8,18,70,7,1158633,1852073,2008,2/4/2016 6:33,41.74981998,-87.69427628,"(41.749819983, -87.694276282)"
6341424,HP430073,7/2/2008 15:00,073XX S STEWART AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,731,7,17,69,7,1174893,1856363,2008,2/4/2016 6:33,41.76124541,-87.63456507,"(41.761245409, -87.634565067)"
6341425,HP430033,6/24/2008 12:00,059XX N AVONDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1612,16,41,10,14,1130367,1939257,2008,2/4/2016 6:33,41.98959539,-87.79585679,"(41.989595393, -87.79585679)"
6341426,HP430059,7/2/2008 22:55,006XX W 111TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,2233,22,34,49,26,1173849,1831264,2008,2/4/2016 6:33,41.69239352,-87.63913325,"(41.692393516, -87.639133252)"
6341427,HP430062,7/2/2008 15:00,049XX S KOMENSKY AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,815,8,14,57,6,1150196,1871646,2008,2/4/2016 6:33,41.80369923,-87.72468579,"(41.803699233, -87.724685786)"
6341428,HP430081,7/2/2008 21:30,061XX S KIMBARK AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,314,3,20,42,26,1185696,1864558,2008,2/4/2016 6:33,41.78348559,-87.59471371,"(41.783485589, -87.594713712)"
6341430,HP430001,7/2/2008 9:22,015XX W 49TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,931,9,20,61,7,1167080,1872242,2008,2/4/2016 6:33,41.80498995,-87.66274643,"(41.804989946, -87.662746433)"
6341431,HP430046,7/2/2008 22:05,021XX N MELVINA AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE,TRUE,FALSE,2512,25,29,19,24,1134726,1913633,2008,2/4/2016 6:33,41.91920433,-87.78043143,"(41.919204334, -87.780431431)"
6341432,HP430123,7/2/2008 20:00,010XX N OAKLEY BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1312,12,32,24,6,1160879,1907092,2008,2/4/2016 6:33,41.90075244,-87.68452338,"(41.900752442, -87.68452338)"
6341434,HP430140,7/2/2008 22:25,054XX S MICHIGAN AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,232,2,3,40,3,1178082,1868966,2008,2/4/2016 6:33,41.79575766,-87.62249539,"(41.795757659, -87.622495386)"
6341435,HP430131,7/3/2008 0:00,014XX N ROCKWELL ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1423,14,26,24,18,1158812,1909449,2008,2/4/2016 6:33,41.90726289,-87.69205089,"(41.907262889, -87.692050894)"
6341436,HP430177,7/1/2008 16:00,028XX E 80TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,422,4,7,46,7,1196676,1852477,2008,2/4/2016 6:33,41.75006865,-87.55485894,"(41.750068649, -87.55485894)"
6341439,HP430258,7/3/2008 0:00,080XX S WOODLAWN AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,411,4,8,45,6,1185608,1851966,2008,2/4/2016 6:33,41.74893405,-87.5954324,"(41.748934054, -87.595432402)"
6341440,HP430189,7/2/2008 18:30,024XX W 65TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,832,8,15,66,20,1161060,1861484,2008,2/4/2016 6:33,41.77559533,-87.68512279,"(41.775595332, -87.685122786)"
6341441,HP430181,7/3/2008 0:55,016XX N FAIRFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,TRUE,TRUE,1421,14,1,24,26,1157784,1910846,2008,2/4/2016 6:33,41.9111174,-87.69578905,"(41.911117398, -87.695789053)"
6341442,HP430267,7/3/2008 0:00,034XX N MARSHFIELD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1924,19,32,6,6,1164708,1922985,2008,2/4/2016 6:33,41.94428348,-87.67000769,"(41.944283484, -87.670007685)"
6341443,HP429489,7/2/2008 16:25,040XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,2322,19,46,3,6,1168870,1927285,2008,2/4/2016 6:33,41.95599345,-87.65458491,"(41.955993453, -87.654584907)"
6341444,HP429541,4/25/2008 23:00,041XX N MARINE DR,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2323,19,46,3,6,1171273,1927406,2008,2/4/2016 6:33,41.95627291,-87.64574741,"(41.956272914, -87.64574741)"
6341445,HP429558,7/2/2008 17:30,034XX N BROADWAY,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,2331,19,44,6,6,1171280,1923300,2008,2/4/2016 6:33,41.94500576,-87.64584276,"(41.945005756, -87.645842759)"
6341446,HP430274,7/2/2008 0:00,072XX S HONORE ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,735,7,17,67,6,1165272,1856668,2008,2/4/2016 6:33,41.76229142,-87.66981818,"(41.762291421, -87.669818182)"
6341447,HP408094,6/21/2008 14:17,046XX N SHERIDAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,FALSE,FALSE,2312,19,46,3,14,1168786,1930809,2008,2/4/2016 6:33,41.96566526,-87.65479112,"(41.965665255, -87.654791122)"
6341449,HP428990,7/2/2008 11:40,046XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,2312,19,46,3,08B,1168782,1931175,2008,2/4/2016 6:33,41.96666966,-87.65479517,"(41.966669657, -87.654795172)"
6341450,HP429370,7/1/2008 16:00,007XX W BITTERSWEET PL,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2323,19,46,3,14,1170677,1927187,2008,2/4/2016 6:33,41.95568507,-87.64794488,"(41.955685072, -87.647944878)"
6341452,HP429538,7/1/2008 6:55,041XX N MARINE DR,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2323,19,46,3,08B,1171273,1927406,2008,2/4/2016 6:33,41.95627291,-87.64574741,"(41.956272914, -87.64574741)"
6341453,HP429928,7/2/2008 21:15,041XX N KENMORE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,TRUE,TRUE,2322,19,46,3,26,1168422,1927777,2008,2/4/2016 6:33,41.95735324,-87.65621756,"(41.957353244, -87.65621756)"
6341454,HP430278,7/2/2008 20:15,041XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1732,17,39,16,6,1148252,1926266,2008,2/4/2016 6:33,41.95362033,-87.73040825,"(41.953620328, -87.730408248)"
6341455,HP430156,7/3/2008 0:05,027XX W LE MOYNE ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,1423,14,26,24,3,1157655,1909856,2008,2/4/2016 6:33,41.90840339,-87.69628997,"(41.908403388, -87.696289967)"
6341456,HP430217,7/3/2008 1:09,015XX N ASHLAND AVE,610,BURGLARY,FORCIBLE ENTRY,OTHER,TRUE,FALSE,1433,14,1,24,5,1165447,1910253,2008,2/4/2016 6:33,41.90933042,-87.66765476,"(41.909330415, -87.667654761)"
6341458,HP429964,5/30/2008 0:00,081XX S EAST END AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,414,4,8,45,26,1189015,1851244,2008,2/4/2016 6:33,41.74687196,-87.58297113,"(41.746871961, -87.582971131)"
6341459,HP429278,6/28/2008 22:00,074XX S PERRY AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,731,7,6,69,08A,1176683,1855624,2008,2/4/2016 6:33,41.75917742,-87.62802682,"(41.75917742, -87.628026821)"
6341462,HP430303,7/3/2008 4:30,101XX S SANGAMON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2232,22,34,73,7,1171771,1837585,2008,2/4/2016 6:33,41.70978502,-87.64655659,"(41.709785019, -87.646556594)"
6341463,HP430320,7/2/2008 22:30,054XX W RICE ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1524,15,37,25,6,1139872,1905135,2008,2/4/2016 6:33,41.89579224,-87.76173217,"(41.895792239, -87.761732167)"
6341464,HP430315,7/3/2008 0:00,029XX N SHEFFIELD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1932,19,44,6,6,1169099,1919860,2008,2/4/2016 6:33,41.93561397,-87.65395941,"(41.935613969, -87.653959405)"
6341465,HP430331,7/3/2008 0:00,080XX S DOBSON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,631,6,8,44,7,1184622,1851863,2008,2/4/2016 6:33,41.74867456,-87.59904865,"(41.748674558, -87.599048654)"
6341466,HP430336,7/3/2008 0:00,013XX W GREENLEAF AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2423,24,49,1,14,1166164,1947082,2008,2/4/2016 6:33,42.01037537,-87.66396399,"(42.010375373, -87.663963988)"
6341468,HP429660,7/1/2008 17:00,008XX N WOOD ST,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,1322,12,1,24,6,1164238,1905915,2008,2/4/2016 6:33,41.89745229,-87.67221889,"(41.897452294, -87.672218892)"
6341469,HP430359,6/21/2008 12:00,084XX S THROOP ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,613,6,21,71,11,1169133,1848742,2008,2/4/2016 6:33,41.74045881,-87.65589581,"(41.740458809, -87.655895806)"
6341470,HP430345,7/2/2008 21:00,015XX W FILLMORE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1231,12,2,28,14,1166441,1895382,2008,2/4/2016 6:33,41.86850206,-87.66442911,"(41.868502063, -87.664429113)"
6341471,HP430360,7/3/2008 0:00,065XX S EBERHART AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,321,3,20,42,6,1180700,1861743,2008,2/4/2016 6:33,41.77587726,-87.61311702,"(41.775877264, -87.613117017)"
6341472,HP430366,7/2/2008 22:00,022XX E 70TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,331,3,5,43,14,1192264,1858985,2008,2/4/2016 6:33,41.76803553,-87.57081475,"(41.768035528, -87.570814751)"
7080728,HR489303,8/17/2009 19:30,009XX E 101ST ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,511,5,8,50,08A,1184407,1838029,2009,2/4/2016 6:33,41.71071754,-87.60026821,"(41.710717535, -87.600268209)"
7080729,HR489238,8/16/2009 22:45,003XX N WALLER AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,1512,15,29,25,3,1138091,1901667,2009,2/4/2016 6:33,41.88630798,-87.76835736,"(41.886307981, -87.768357357)"
7080730,HR489247,8/17/2009 19:50,013XX E 64TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,314,3,20,42,18,1185931,1862828,2009,2/4/2016 6:33,41.77873278,-87.59390668,"(41.778732781, -87.593906675)"
7080731,HR488723,8/6/2009 9:00,103XX S DOTY AVE E,810,THEFT,OVER $500,OTHER,FALSE,FALSE,434,4,10,51,6,1189757,1836996,2009,2/4/2016 6:33,41.70775621,-87.58070877,"(41.707756212, -87.580708771)"
7080732,HR489241,8/17/2009 13:00,011XX E 56TH ST,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,2133,2,5,41,6,1184406,1868099,2009,2/4/2016 6:33,41.7932327,-87.5993324,"(41.793232702, -87.599332402)"
7080733,HR489276,8/17/2009 19:59,009XX S STATE ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,TRUE,FALSE,132,1,2,32,26,1176497,1896142,2009,2/4/2016 6:33,41.87036659,-87.62748875,"(41.870366594, -87.627488753)"
7080734,HR488760,8/17/2009 14:26,081XX S BLACKSTONE AVE,453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,SIDEWALK,TRUE,FALSE,411,4,8,45,04B,1187580,1851260,2009,2/4/2016 6:33,41.74695009,-87.58822876,"(41.746950086, -87.588228757)"
7080735,HR489312,8/17/2009 19:30,025XX N ASHLAND AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1931,19,32,7,5,1165238,1916923,2009,2/4/2016 6:33,41.92763776,-87.6682325,"(41.927637759, -87.668232503)"
7080736,HR489387,8/17/2009 21:20,023XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,134,1,3,33,26,1176683,1888842,2009,2/4/2016 6:33,41.85033071,-87.62702637,"(41.850330711, -87.627026373)"
7080737,HR482452,8/13/2009 23:28,079XX S LAFAYETTE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,623,6,17,44,18,1177315,1852464,2009,2/4/2016 6:33,41.75049177,-87.62580583,"(41.75049177, -87.625805825)"
7080738,HR489390,8/17/2009 21:20,006XX E 50TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,223,2,4,38,18,1181195,1871667,2009,2/4/2016 6:33,41.80309823,-87.61099675,"(41.803098231, -87.610996751)"
7080739,HR489379,8/17/2009 21:40,055XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,233,2,20,40,08B,1178546,1868181,2009,2/4/2016 6:33,41.793593,-87.62081775,"(41.793593004, -87.620817749)"
7080740,HR489402,8/17/2009 21:35,068XX S TALMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,831,8,15,66,08B,1159888,1859217,2009,2/4/2016 6:33,41.76939852,-87.68948146,"(41.76939852, -87.689481459)"
7080741,HR489161,8/17/2009 19:12,039XX W 47TH ST,031A,ROBBERY,ARMED: HANDGUN,BARBERSHOP,TRUE,FALSE,821,8,14,57,3,1151033,1873181,2009,2/4/2016 6:33,41.80789519,-87.72157598,"(41.80789519, -87.721575981)"
7080742,HR489282,8/15/2009 22:26,028XX S PULASKI RD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,1031,10,22,30,26,1150171,1884886,2009,2/4/2016 6:33,41.84003211,-87.72443336,"(41.840032114, -87.724433355)"
7080743,HR488986,8/17/2009 8:30,114XX S MICHIGAN AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,531,5,9,49,6,1178845,1829291,2009,2/4/2016 6:33,41.68686737,-87.62090192,"(41.686867374, -87.620901922)"
7080744,HR488968,8/17/2009 17:00,009XX E 104TH ST,560,ASSAULT,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,FALSE,TRUE,512,5,9,50,08A,1184238,1836191,2009,2/4/2016 6:33,41.70567778,-87.60094436,"(41.705677782, -87.600944364)"
7080745,HR488973,8/17/2009 17:15,122XX S YALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,523,5,9,53,08B,1176822,1823674,2009,2/4/2016 6:33,41.67149913,-87.628476,"(41.671499132, -87.628476002)"
7080746,HR489346,8/17/2009 20:57,074XX N HOYNE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,TRUE,FALSE,2424,24,49,1,18,1160973,1949435,2009,2/4/2016 6:33,42.01694185,-87.68299777,"(42.016941852, -87.68299777)"
7080747,HR489308,8/17/2009 19:56,033XX W 16TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1021,10,24,29,15,1154151,1891840,2009,2/4/2016 6:33,41.85903635,-87.70964297,"(41.859036353, -87.709642966)"
7080748,HR489424,8/17/2009 20:00,061XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,313,3,20,42,14,1182620,1864459,2009,2/4/2016 6:33,41.78328588,-87.60599433,"(41.783285879, -87.605994327)"
7080749,HR487064,8/15/2009 16:00,078XX S COTTAGE GROVE AVE,870,THEFT,POCKET-PICKING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,624,6,6,69,6,1182924,1853169,2009,2/4/2016 6:33,41.75229796,-87.60523017,"(41.752297956, -87.605230173)"
7080750,HR488841,7/16/2009 9:00,003XX W 106TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,512,5,34,49,26,1175906,1834302,2009,2/4/2016 6:33,41.7006845,-87.63151164,"(41.700684498, -87.631511638)"
7080751,HR489400,8/17/2009 20:55,044XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2533,25,37,23,6,1146615,1910266,2009,2/4/2016 6:33,41.9097463,-87.73683529,"(41.909746302, -87.736835292)"
7080752,HR489352,8/3/2009 9:00,054XX S CORNELL AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,2132,2,5,41,5,1188175,1869644,2009,2/4/2016 6:33,41.79738316,-87.58546277,"(41.797383158, -87.585462773)"
7080753,HR489116,8/17/2009 17:30,105XX S WENTWORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,512,5,34,49,14,1176820,1834876,2009,2/4/2016 6:33,41.70223915,-87.62814771,"(41.702239148, -87.628147712)"
7080754,HR489027,8/16/2009 21:00,118XX S MORGAN ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,524,5,34,53,5,1171792,1826265,2009,2/4/2016 6:33,41.6787207,-87.6468101,"(41.678720697, -87.646810103)"
7080755,HR489207,8/17/2009 8:00,001XX E 118TH ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,532,5,9,53,5,1179268,1826754,2009,2/4/2016 6:33,41.67989586,-87.61943035,"(41.679895864, -87.619430354)"
7080756,HR473030,8/2/2009 23:30,125XX S EMERALD AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,523,5,34,53,17,1173601,1821768,2009,2/4/2016 6:33,41.66634045,-87.64032086,"(41.666340446, -87.640320856)"
7080757,HR489386,8/17/2009 21:00,100XX S YALE AVE,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,511,5,9,49,08A,1176385,1838411,2009,2/4/2016 6:33,41.71194945,-87.62963478,"(41.711949452, -87.629634776)"
7080758,HR489286,8/17/2009 16:00,033XX S DR MARTIN LUTHER KING JR DR,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2122,2,4,35,6,1179464,1882687,2009,2/4/2016 6:33,41.83337774,-87.61700815,"(41.833377744, -87.617008149)"
7080759,HR489411,8/17/2009 22:00,062XX S CALIFORNIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,823,8,15,66,18,1158785,1863052,2009,2/4/2016 6:33,41.7799449,-87.69341998,"(41.779944902, -87.693419981)"
7080760,HR489232,8/17/2009 18:48,012XX N STATE PKWY,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,ALLEY,TRUE,FALSE,1824,18,43,8,26,1176066,1908576,2009,2/4/2016 6:33,41.90449588,-87.62869623,"(41.904495882, -87.628696228)"
7080761,HR489341,8/17/2009 20:30,087XX S THROOP ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,TRUE,TRUE,2222,22,21,71,04B,1169189,1846765,2009,2/4/2016 6:33,41.73503243,-87.65574766,"(41.735032431, -87.655747658)"
7080762,HR489369,8/17/2009 21:25,014XX S PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,1011,10,24,29,14,1149953,1892717,2009,2/4/2016 6:33,41.86152559,-87.72502977,"(41.861525594, -87.725029766)"
7080764,HR489344,8/17/2009 21:00,071XX S RIDGELAND AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,324,3,5,43,04B,1189101,1858091,2009,2/4/2016 6:33,41.76565868,-87.58243703,"(41.765658681, -87.582437025)"
7080765,HR489461,8/17/2009 22:30,110XX S GREEN ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2233,22,34,75,18,1172619,1831598,2009,2/4/2016 6:33,41.69333718,-87.64362668,"(41.693337178, -87.643626683)"
